Hotel_Name,review_title,review_positive,review_negative,Reviewer_Score,date
"
Hotel
Amrâth Grand Hotel de l’Empereur
","
Best location and food
","The room was so cozy and complete. It had a lovely table with two seats perfect for eating in during room service. I also really liked their eco-friendly approaches such as not giving plastic toiletries, but offer soaps through a dispenser. Their bathtub was also very lovely and I truly enjoyed the view. And the best thing ever: THE FOOD! Best steak and ceasar salad I have ever had. It was room pick-up service food because of Corona but the food was so well-made, with delicious flavor and filling with the right portions! Truly the best food we have ever had!",Nothing, 9.0 ,"
December 2020
"
"
Hotel
Amrâth Grand Hotel de l’Empereur
","
Superb
","Under given corona circumstances, our hotel stay was great.",, 9.0 ,"
November 2020
"
"
Hotel
Amrâth Grand Hotel de l’Empereur
","
The grand dame of Maastricht
","The hotel is very nice. Super location, the suite is very comfortable with everything you need and No extra smug. Very friendly staff and the hotel is well equiped. It has everything You need for a relaxing few days stay.",The breakfast was very Nice but the diner could be much better. The waiting staff is very friendly but the food was average. We expected it ti be better., 8.0 ,"
October 2020
"
"
Hotel
Amrâth Grand Hotel de l’Empereur
","
Fabulous
",Location and staff ,, 8.8 ,"
October 2020
"
"
Hotel
Amrâth Grand Hotel de l’Empereur
","
A gezellig stay
",Clean comfortable with good location ,Everything was pretty awesome wish they had provided some comfortable pillows , 8.0 ,"
October 2020
"
"
Hotel
Amrâth Grand Hotel de l’Empereur
","
Great location, clean and large rooms
","The bedrooms size was good for a city hotel, located directly opposite the train station. A short walk to the center of Maastricht. Staff were efficient and friendly!",With Covid times they still offer a buffet breakfast . Would suggest moving to breakfast box to avoid using shared utensils, 8.0 ,"
September 2020
"
"
Hotel
Amrâth Grand Hotel de l’Empereur
","
Great Hotel
",The people and the facilities.,, 9.0 ,"
August 2020
"
"
Hotel
Amrâth Grand Hotel de l’Empereur
","
A Grand hotel - looking a bit tired
","Ideal location for the train and bus station- simply across the road. A 20 minute walk to the centre. 
Junior suite was lovely. Really comfortable bed with jacuzzi bath and a good shower. Had balcony too. All very clean
Buffet breakfast had reasonable choice and restaurant for evening meal was lovely 
Staff very friendly and helpful- spoke excellent English",Only real criticism was that rooms were tired and are in need of updating, 8.0 ,"
August 2020
"
"
Hotel
Designhotel Maastricht
","
I thoroughly enjoyed this hotel and I would recommend it to anyone.
","The room was lovely, the bed was very comfortable and I had a great sleep.",Every thing was perfect and the staff was very friendly., 10 ,"
December 2019
"
"
Hotel
Designhotel Maastricht
","
Superb
","Good relaxing break! Friendly, welcoming staff. Very good location for city center and local transport. Overall an enjoyable stay. Breakfast was delicious and the kitchen staff was very friendly too!",, 9.0 ,"
December 2020
"
"
Hotel
Designhotel Maastricht
","
All in all, great stay, worth each penny spent.
","Super location - only 2 min walk from the railway station or underground parking (De Colonel, 14 Euro per day). in 10 min (walking) you are in the very center of Maastricht (Vrijthof).
Very fancy rooms, with a clear touch of modern design, but comfortable and practical (e.g., warm tiles on the floor instead of a dusty carpet). Very clean.
Great view out of the windows.
Tasty and varied breakfast.","After check in, one of the CV radiators in our room was not functioning properly (too cold). Was resolved by very friendly personnel by placing an electrical heater. So, does not really fit in the category of ""dislike"", but is rather a compliment for fast handling of a problem.", 9.0 ,"
December 2020
"
"
Hotel
Designhotel Maastricht
","
Superb
",Even during a complete lockdown staff was friendly and smiling. Breakfast was arranged perfectly packaged and was very extensive.,N/a, 9.0 ,"
December 2020
"
"
Hotel
Designhotel Maastricht
","
Superb
",Hotel is located within 200m of central Station on the main road heading into the central shopping area. Location really fanstastic,, 9.0 ,"
December 2020
"
"
Hotel
Designhotel Maastricht
","
Very good
","Bed was very comfortable, shower was good, breakfast was good and it was nice that we could take our dog with us.",Room was VERY dark. We tried to read a book before going to bed and just couldn't. Not enough light in the room during evenings. Also very noisy. We could hear our neighbour room the whole time. , 8.0 ,"
December 2020
"
"
Hotel
Designhotel Maastricht
","
Good value hotel
","The hotel was clean. Breakfast was good, boulangerie was very good. The room was of good value and as expected in the pictures. I would personally stay there again. ",, 8.0 ,"
November 2020
"
"
Hotel
Designhotel Maastricht
","
Cozy hotel for a relaxing weekend
","The deluxe room we were staying at with the big bathtub, perfect for a relaxing weekend stay! Location was nearby the station and a lot of restaurants (that deliver). We were also allowed to eat our take away dinner in the hotel lounge which was nice!","The couch in the room seemed misplaced, would be nicer to have 2 chairs with a small table to enjoy in room dining, especially during these times when you can’t go out to restaurants. Breakfast was very limited, on our first day we were told there was warm buffet but actually there wasn’t, only the lady who also served there can make eggs by order. Also a bit strange to have part of the breakfast served on the table and to take other stuffs from the buffet, would be better to have a full table service instead. ", 8.0 ,"
November 2020
"
"
Hotel
Designhotel Maastricht
","
Superb
",Great stuff! Super dog friendly - they even had a toy and a bowl for our dog in the room! The room was very spacious and clean! Location is perfect!,, 9.0 ,"
October 2020
"
"
Hotel
Designhotel Maastricht
","
Good
",the good thing is the location coz close to central station 🚉 ,it is quite expensive for what it is and represents. 🥺, 7.0 ,"
October 2020
"
"
Hotel
Townhouse Designhotel Maastricht
","
Great location, clean rooms excellent service overall
",Staff super friendly and professional,, 10 ,"
June 2019
"
"
Hotel
Townhouse Designhotel Maastricht
","
Nice hotel
","The location, the staff, the beautiful courtyard view from room 121
",The pillows were a bit high for our taste, 9.0 ,"
January 2021
"
"
Hotel
Townhouse Designhotel Maastricht
","
Good stylish spot close to downtown
",Beautiful bright room with great bath tub and comfortable bed. Helpful staff in covid lockdown,Covid mask use not observed by all guests, 9.0 ,"
January 2021
"
"
Hotel
Townhouse Designhotel Maastricht
","
In general it was a lovely stay in a lovely place!
","The location was great, just around the corner from Maastricht station where you can hire bikes. We stayed with my 8 year old daughter the single bed which was placed in the room was a bit creaky and the rooms on the roadside were quite noisy, however, we would definitely stay again bit would request a room at the back away from the road! Staff were very friendly and communal areas very clean and cosy.. Lovely place!",Creaky spare single bed and noisy road woke us up a few times., 8.0 ,"
December 2020
"
"
Hotel
Townhouse Designhotel Maastricht
","
Very good
",Staff was super kind and responsive. The hall and restaurant area look nice. The location is great: close to the station and on the border of the city center. ,"We got a room on the ground floor with view on a the train station and a bus stop, so not great - we had to keep the curtains closed for the majority of time. We did not spend much time in the room anyway. The room size and interiors are so-so, but clean. Breakfast (served with limitations due to corona) was a bit disappointing for nearly 20€ per head. ", 8.0 ,"
December 2020
"
"
Hotel
Townhouse Designhotel Maastricht
","
Wonderful second stay, love the hotel and are and am looking forward to going back again next year!
",We stayed during lockdown when restauranys were closed but the hotel has a fantastic arrangement with a local restaurant who came into cook a three course meal each night and the food was fantastic and good value.,, 8.0 ,"
November 2020
"
"
Hotel
Townhouse Designhotel Maastricht
","
Great vibe, warm welcome, but a bit noisy at night due to the bus/train station/street nearby.
","We loved the check-in/ welcome, and the vibe downstairs. It feels warm and cosy, yet professional. It's a 10/15 min walk over the bridge into the old town, which is lovely!","It was very noisy, being near the train station could come in handy, but the trains and buses really make a noisy and wake you up in the morning. Sleeping with earplugs was 100% necessary for both of us.", 7.0 ,"
September 2020
"
"
Hotel
Townhouse Designhotel Maastricht
","
Cute stay with friendly staff
","Super friendly staff, great breakfast, great location. Cute decorations. Free soup and nightcap every day.","Room was not very clean, water didn't drain properly in the shower/bath. ", 8.0 ,"
September 2020
"
"
Hotel
Townhouse Designhotel Maastricht
","
Superb
",,Bathroom could've been cleaner , 9.0 ,"
August 2020
"
"
Hotel
Townhouse Designhotel Maastricht
","
Superb
",Very good location. Very friendly staff. Nice decor.,, 9.0 ,"
September 2020
"
"
Hotel
Zenden Hotel Maastricht
","
Exceptional
",Beautiful and spatious studio with its own yard and perfect location!,, 10 ,"
February 2019
"
