Hotel_Name,Review_Title,Review,Reviewer_Score,date
Kent Hotel,Relaxing days at Kent Hotel,"For 3 nights we spent a wonderful days in Istanbul, staying at Kent Hotel. It is close to subway stations, trams and the historic area as well.  The choice of the hotel was perfect considering: excellent accommodation, perfect conditions ratio price/ quality, anti-covid measures, very good breakfast.Helfull staff. For traveling by bus, by tram, by metro etc.with free access to different locations you need HES CODE. I recommend the hotel with confidence. ",50,February 2021
Kent Hotel,Amazing Hotel,Stayed here for two nights on a tour of Turkey.  Fantastic hotel - felt very safe from Covid.  Food was amazing and lots of it.  Great service at breakfast and dinner!  Only 5 minute walk to the 4000 shops at the bazaar.  Highly recommend !,50,October 2020
Kent Hotel,Good location,4* Hotel needs some tlc but everything you need. 500 mtrs from the grand bazar tram on the door step good breakfast selection did not try the evening food as we ate out. Sit outside and watch the hussle and bussle go by.,40,March 2020
Kent Hotel,Tour of Turkey,Spent four nights at Kent hotel.  The wait staff during buffets of breakfast and dinner were very attentive and efficient.  The food offered was fresh and of a good variety. I did have one in bible meal one evening that I ordered while sitting at the bar with friends.  I ordered the Harem Kebab and it was as brought out cold (due to an excessively long wait) the lamb could not be removed from the stick and when I tried edging it it was tough as leather.  The meatballs were burnt and the chicken dried out. Location of hotel is close to various popular tourist sites.,40,October 2019
Kent Hotel,Bad and bad,"This hotel does have a good location but they know it and charge top $$$; for this price I would expect an excellent hotel but on this occasion it fell very short of my expectations. Customer service and guest relations truly awful. Definitely not a five star. Bar, reception and guest relations are poor. No accountability when someone misses their flight. They do not care for their patrons. Who rated this hotel ?",20,August 2019
Kents Hill Park,Top marks,"Clean comfortable great food and the staff were so helpful despite all the nee rules, will certainly use again when next in the area. Looking forward to using the gym when we are all safe to do so.   Breakfast was hot tasty and plenty of healthy options once you get over eating sausages bacon hash browns and so on.",50,January 2021
Kents Hill Park,Marmite ~ Love It Or Hate It?,Marmite ~ Love It Or Hate It? We LOVED it! Why? It was like a Youth Hostel but posher which is the style of hotel we like.  +++ ~ Really comfortable beds and the best hotel duvet I've ever had        ~ Access to the Nuffield Hea,50,September 2020
Kents Hill Park,"Clean place, good breakfast",I was attending a conference at Open University and apparently this is the closest property to the campus.  Rooms are modern and spacious. Internet is working perfectly fast. Breakfast is okay and with a lot of options. Largely it's a conference and training center so things are quite in order. ,40,June 2019
Kents Hill Park,Unreliable - avoid!,Made a booking for an event at the MK Stadium and this hotel has canceled the reservation a week later. Wouldn't usually mind but there is literally no hotels left within walking distance so I may have to cancel the whole trip. Would avoid booking here as totally unreliable!,10,January 2020
Kents Hill Park,PLEASE DO NOT BOOK HERE!,"As a Trip Advisor reviewer, I was stupid enough not to check the reviews on here before I booked! I went on the idea that it was close to where I used to live in Milton Keynes many moons ago, I used to train at the sport centre there, I used to walk in my beloved little woods close by all the time and the name Conference Centre sounds like it has executive standard accommodation. I couldn't have been more wrong.  First of all, upon check in, the staff were pleasant but the walk to the room was ridiculously far through cold corridors and bleak halls. My room was on a corner and it was the weirdest shaped room I had ever seen. It was a very depressing looking twin room. The carpets were absolutely gross and needed replacing. I didn't dare walk in my socks or bare feet on it. Years",10,January 2020
Hawthorn Suites by Wyndham Kent/Sea-Tac Airport,BY FAR THE WORST HOTEL IVE STAYED AT!!!,"this was by far the worst experience ive ever had at a hotel!! i paid over $500 for the two bdr suite for two nights, not to mention i was told to pay a $300 cash deposit which I've never heard of, after only being in the room for five hours i was kicked out for having family members over who wasn't on the reservation, as i was being told to leave the security was so rude they stood at the door n made us all leave, as we packed our stuff they told us to our face that we are not getting our deposit back no matter what...like we literally was there for five hours max, didnt even stay there long enough to use the restroom,$800 down the drain!! I'm so upset!! i will never book anything with these ppl ever!!! its just a scam!!!",10,February 2021
